Year,Film
2020,Mank
2020,Minari
2020,Nomadland
2020,Sound of Metal
2020,The Trial of the Chicago 7
2020,Borat Subsequent Moviefilm
2020,I Care a Lot
2020,On The Rocks
2020,Palm Springs
2020,Promising Young Woman
